koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
FALSE POSITIVE,0.559517155,0.328,0.596,5.79E+01,1.04,0.0139,2762,13839.66,12.7,6462,4.266,1.309,13.741
CANDIDATE,13.0151826,0.852,3.613,3.32E+02,1.36,0.093,556,22.6,11.9,4794,4.622,0.643,15.961
FALSE POSITIVE,29.47316279,1.362,6.4327,1.26E+04,48.98,0.1864,565,24.07,179.3,5838,4.529,0.897,15.957
FALSE POSITIVE,0.580725004,0.137,2.071,1.05E+02,0.85,0.013,1939,3355.68,18,5471,4.53,0.841,15.236
FALSE POSITIVE,1.94468659,1.1592,18.22,4.56E+02,69.59,0.0384,3334,29219.04,17.1,7894,3.644,3.521,11.708
CONFIRMED,7.28116667,0.1,2.716,3.34E+02,1.4,0.0696,744,72.16,11.5,5008,4.572,0.788,15.993
FALSE POSITIVE,383.10017,0.1365,8.8,5.79E+02,2.18,1.0285,248,0.9,10,6011,4.522,0.902,15.339
CANDIDATE,2.87998334,0.22,1.658,1.17E+02,0.85,0.0366,1024,260.79,9.9,4951,4.523,0.806,14.712
FALSE POSITIVE,0.605556082,0.176,1.2399,1.02E+02,0.86,0.0137,2120,4796.94,15.3,6123,4.556,0.846,14.99
CONFIRMED,4.36125889,0.374,2.174,1.89E+02,1.2,0.0518,1000,236.01,10.7,5520,4.544,0.873,14.951
CANDIDATE,21.08678557,0.702,0.978,5.00E+02,2.08,0.1467,651,42.44,11,6084,4.542,0.863,15.185
FALSE POSITIVE,1.19087362,0.393,1.785,6.75E+01,0.73,0.0207,1489,1165.78,8,5158,4.464,0.888,15.28
FALSE POSITIVE,1.06484622,0.242,3.287,4.24E+01,0.72,0.0212,2034,4059.63,12.5,6445,4.417,1.087,14.772
FALSE POSITIVE,0.969824139,0.332,0.783,2.31E+01,0.49,0.0192,1839,2709.67,6.8,5780,4.438,1,11.563
FALSE POSITIVE,190.60563,0.0108,14.33,1.54E+02,1.6,0.6462,386,5.25,11.6,6200,4.214,1.287,13.431
CANDIDATE,5.19206571,0.847,3.716,6.66E+01,0.99,0.0611,1170,442.55,10.5,6322,4.426,1.075,14.423
CANDIDATE,449.01499,0.2182,12.58,9.42E+01,1.04,1.137,258,1.04,8.5,6031,4.368,1.068,12.291
FALSE POSITIVE,8.480305,0.766,6.19,3.04E+02,1.33,0.0742,661,45.21,11.5,4895,4.631,0.696,15.866
FALSE POSITIVE,410.11676,0.243,13.97,2.17E+02,1.41,1.0034,242,0.81,11.2,5587,4.372,0.965,13.736
CONFIRMED,54.5091549,0.94,5.125,6.22E+02,1.94,0.2401,308,2.13,17,4406,4.67,0.603,15.498
CANDIDATE,17.4532945,0.357,4.027,7.93E+01,0.76,0.1242,639,39.42,12,5528,4.499,0.853,13.404
CONFIRMED,14.1959621,0.786,3.605,1.96E+02,1.66,0.1209,818,105.7,14.1,6214,4.442,1.076,14.706
FALSE POSITIVE,11.52482874,1.205,1.724,5.78E+02,22.56,0.095,756,77.15,16.2,5592,4.472,0.892,15.595
FALSE POSITIVE,46.84008579,4.652,3.8198,6.29E+03,428.62,0.2427,552,22,147.9,6006,4.33,1.055,15.314
CANDIDATE,6.70242786,0.369,1.221,6.53E+01,1.82,0.0691,1367,827.56,8.8,5466,3.735,2.224,12.954
FALSE POSITIVE,0.992798625,1.219,3.5065,5.83E+02,29.26,0.0203,1967,3519.47,79.1,6055,4.407,1.098,15.04
CANDIDATE,7.79534033,0.282,3.406,1.02E+02,1.07,0.0798,985,222.52,10.2,6156,4.443,1.05,14.726
FALSE POSITIVE,186.72243,0.4736,13.35,3.26E+02,1.84,0.6547,329,2.77,11.5,6040,4.469,0.999,15.085
FALSE POSITIVE,118.4039,0.4062,5.593,4.26E+02,3.46,0.5031,517,16.83,4.4,6486,4.091,1.64,11.426
FALSE POSITIVE,182.281992,0.2425,8.828,5.09E+02,1.67,0.5563,280,1.46,8.7,5503,4.536,0.742,15.405
CANDIDATE,2.40174996,0.47,1.413,2.54E+02,0.65,0.0262,621,35.1,13.2,3606,4.855,0.399,15.737
FALSE POSITIVE,10.0102876,0.5667,5.33,1.27E+02,0.69,0.0762,522,17.56,7,4214,4.65,0.601,15.761
CANDIDATE,115.238544,0.965,7.653,5.17E+02,3.17,0.4558,372,4.52,10.6,5589,4.384,1.037,15.259
CANDIDATE,21.7434141,0.906,8.143,1.55E+02,2.23,0.1519,799,96.15,15.8,5767,4.082,1.497,13.816
FALSE POSITIVE,1.366964704,0.517,2.3181,5.97E+01,0.79,0.0242,1640,1705.64,3.3,5780,4.438,1,11.948
FALSE POSITIVE,0.77957913,0.183,2.457,7.04E+01,0.71,0.0163,1819,2585.39,11.1,5699,4.553,0.853,15.703
FALSE POSITIVE,0.544561598,0.214,1.6053,3.52E+01,44.9,0.0155,11804,4601339.96,31.1,3715,0.851,80.529,12.122
CANDIDATE,5.6795377,0.196,3.757,5.20E+01,1.16,0.0649,1420,961.1,12.5,6514,4.09,1.585,12.892
FALSE POSITIVE,17.4453133,0.23,5.14,3.28E+02,5.38,0.1263,1066,305.55,12.2,4927,3.417,3.04,15.807
FALSE POSITIVE,2.9788702,,9.3,,,,,,,,,,14.201
FALSE POSITIVE,1.97515457,0.027,2.633,6.61E+01,0.92,0.0306,1504,1207,9.2,5571,4.31,1.145,14.878
CANDIDATE,9.33955596,0.985,2.058,2.45E+02,2.67,0.0838,882,143.02,10.1,5516,4.308,1.101,15.03
FALSE POSITIVE,21.993112,1.249,8.616,1.02E+03,23.21,0.1437,523,17.75,37.3,5205,4.604,0.747,15.249
CONFIRMED,19.5489666,0.83,1.78,5.24E+02,1.89,0.1307,579,26.62,12.6,5549,4.6,0.732,15.717
CANDIDATE,7.41834569,0.049,2.462,2.34E+02,1.12,0.0685,800,96.9,11.2,5549,4.6,0.732,15.717
FALSE POSITIVE,27.6853358,0.897,4.661,1.66E+03,3.11,0.1592,461,10.67,49.3,5216,4.673,0.639,15.329
CONFIRMED,35.6225528,0.261,4.845,6.51E+02,2.24,0.2101,523,17.67,9.6,5799,4.539,0.878,15.332
FALSE POSITIVE,7.1403113,0.786,5.891,1.12E+02,1.18,0.0743,1036,272.78,11.8,6354,4.454,1.016,14.738
FALSE POSITIVE,2.69487041,0.554,2.553,6.21E+01,0.97,0.0377,1440,1020.03,10.3,5823,4.283,1.187,14.464
CONFIRMED,112.303136,0.248,5.869,5.02E+02,1.3,0.3874,241,0.79,13.1,4401,4.677,0.595,14.976
CANDIDATE,92.461135,0.083,14.344,1.22E+02,2.86,0.4267,564,23.91,20.7,5132,3.675,2.648,11.784
FALSE POSITIVE,49.5387264,1.223,2.238,7.41E+02,20.52,0.2472,436,8.52,10.3,5683,4.605,0.747,14.94
FALSE POSITIVE,3.39155966,0.182,3.87,2.84E+01,0.49,0.0442,1183,462.47,8.2,5896,4.516,0.914,13.773
CANDIDATE,9.2294726,0.076,2.446,1.99E+02,0.82,0.0734,601,30.83,7.5,4781,4.679,0.596,13.78
FALSE POSITIVE,1.33254897,0.241,3.083,5.92E+02,32.84,0.0295,4664,111977.04,16.2,4894,2.445,13.777,16.072
CANDIDATE,18.3721835,0.78,3.738,1.53E+02,1.12,0.132,657,43.96,9.5,5937,4.558,0.83,14.965
FALSE POSITIVE,18.2260472,0.378,3.664,3.61E+02,1.85,0.1344,648,41.67,10,5440,4.444,0.98,15.418
FALSE POSITIVE,0.630539713,1.2,1.7407,2.40E+02,21.07,0.0138,1936,3333.18,27.7,5458,4.482,0.894,15.476
CANDIDATE,17.99562529,1.2379,0.871,1.07E+03,28.98,0.1365,701,57.21,12.1,5999,4.494,0.959,15.822
FALSE POSITIVE,1.018347376,0.654,4.386,4.78E+01,1.92,0.022,2832,15153.38,33.3,5858,3.729,2.638,12.905
FALSE POSITIVE,0.659299289,1.2873,0.6908,1.12E+03,30.54,0.0142,1979,3623.47,108.6,5791,4.524,0.852,14.499
FALSE POSITIVE,101.9743513,,2.34,,,,,,,,,,15.968
CANDIDATE,63.095068,1.05,9.485,4.97E+02,11.67,0.3449,573,25.4,11.4,6622,4.331,1.325,15.765
FALSE POSITIVE,4.45540935,,4.14,,,,,,,,,,14.85
FALSE POSITIVE,37.32483952,1.263,6.9676,4.99E+03,30.32,0.2037,461,10.67,155.6,5306,4.55,0.79,14.727
FALSE POSITIVE,25.951984,1.266,20.585,2.34E+03,36.8,0.1799,626,36.39,131.4,5889,4.46,1.046,15.112
CANDIDATE,21.7203362,0.311,4.252,8.78E+01,0.8,0.1437,594,29.45,12,5528,4.499,0.853,13.404
CONFIRMED,42.9136635,0.403,5.227,1.61E+02,3.19,0.2697,810,101.56,18.2,6049,3.8,2.483,13.062
FALSE POSITIVE,88.1804682,0.026,5.033,1.14E+03,2.78,0.3819,359,3.94,17.5,5497,4.57,0.839,14.71
CONFIRMED,177.668663,0.772,9.298,9.01E+02,2.32,0.5594,233,0.7,12.7,4721,4.615,0.701,15.891
FALSE POSITIVE,0.98041685,0.446,0.919,1.06E+02,0.75,0.0172,1388,880.5,8.8,4861,4.572,0.722,14.484
CONFIRMED,92.263742,0.273,8.605,2.97E+02,2.22,0.4204,469,11.42,12.2,6084,4.287,1.283,15.015
CONFIRMED,6.64754478,0.235,1.961,2.89E+02,1.72,0.0717,999,235.89,12.4,6046,4.478,1.007,15.724
FALSE POSITIVE,1.23517588,0.625,5.476,2.33E+02,1.59,0.0226,1697,1955.7,19.3,5780,4.438,1,11.908
CANDIDATE,1.97650073,0.055,1.788,1.13E+02,0.97,0.031,1394,892.9,10.4,5792,4.514,0.923,15.608
CANDIDATE,3.79892774,0.13,4.112,4.70E+01,1.46,0.0547,1869,2888.6,8.3,6831,3.971,2.106,13.008
FALSE POSITIVE,0.416995408,0.089,0.8928,1.13E+02,0.84,0.0097,2433,8299.79,19.9,6150,4.498,0.781,14.964
CANDIDATE,14.7401061,0.116,5.637,2.38E+02,1.48,0.1195,750,74.65,10.3,5999,4.494,0.959,15.479
FALSE POSITIVE,256.52387,0.1065,9.07,1.26E+02,1.33,0.8082,338,3.1,7.5,6348,4.323,1.18,13.585
FALSE POSITIVE,3.0001191,0.635,6.61,7.70E+00,0.73,0.0522,2566,10247.93,7.3,8431,3.97,2.485,11.96
CONFIRMED,81.4160138,0.911,14.175,7.62E+02,4.63,0.4039,522,17.53,54.3,6352,4.267,1.401,12.146
CANDIDATE,4.7309013,0.362,2.889,2.29E+02,1.39,0.0552,1065,303.67,11.6,5941,4.519,0.911,15.68
CANDIDATE,21.3761817,0.017,8.543,1.04E+02,1.08,0.1427,717,62.37,12.1,5984,4.322,1.052,14.143
CANDIDATE,6.58753699,0.132,2.043,2.32E+02,1.51,0.0711,992,228.36,8.2,6014,4.486,0.993,15.652
FALSE POSITIVE,8.5900471,0.098,3.463,1.37E+02,0.8,0.0724,677,49.76,9.6,4914,4.575,0.707,14.832
FALSE POSITIVE,357.82544,0.636,9.12,1.53E+02,1.7,1.0224,306,2.08,11.1,6131,4.248,1.312,12.117
CONFIRMED,30.8278245,0.023,4.214,6.41E+02,2.42,0.1954,585,27.66,13.9,5982,4.493,0.96,15.765
CONFIRMED,47.1607932,0.028,4.003,7.23E+02,2.58,0.262,503,15.07,13.6,5936,4.501,0.965,15.57
CONFIRMED,49.2768448,0.022,3.787,1.13E+03,1.75,0.2126,271,1.28,17.8,3899,4.713,0.529,15.855
CONFIRMED,35.2330694,0.139,3.674,3.53E+02,0.97,0.1729,288,1.62,14.5,3749,4.743,0.524,14.467
FALSE POSITIVE,45.3965379,0.085,3.826,1.00E+03,1.97,0.2145,326,2.66,15.3,4266,4.626,0.643,15.984
FALSE POSITIVE,508.807642,0.016,4.495,2.13E+03,39.59,1.1612,595,29.54,14.8,4893,2.454,8.811,15.635
CANDIDATE,36.721576,0.097,7.758,5.38E+02,1.93,0.2115,498,14.51,10.2,5662,4.56,0.84,15.919
FALSE POSITIVE,362.69427,0.0774,9.7,4.40E+02,3.54,0.9442,315,2.32,11,5288,3.898,1.719,14.73
FALSE POSITIVE,370.35639,0.414,12.75,7.32E+02,2.82,1.0417,268,1.21,13,6117,4.457,1.025,15.189
CANDIDATE,96.81647,0.034,10.227,1.65E+02,3.19,0.4595,655,43.39,25.9,6404,3.793,2.467,11.816
FALSE POSITIVE,0.729724346,0.523,2.699,2.30E+01,0.51,0.016,2151,5081.58,14.3,6084,4.426,1.03,12.546
CANDIDATE,3.51413723,0.9353,3.919,3.27E+01,0.69,0.0461,1267,609.04,11.2,6201,4.472,0.989,13.474
CANDIDATE,4.96504981,0.655,2.212,5.07E+01,1.51,0.0566,1403,917.99,8.7,5339,3.823,2.011,12.739
FALSE POSITIVE,0.821472455,0.2579,2.433,1.27E+02,0.92,0.016,1559,1395.92,11.3,4889,4.503,0.836,15.758
FALSE POSITIVE,1.29019586,0.044,3.741,8.65E+01,0.78,0.0227,1530,1293.44,11.1,5693,4.558,0.842,15.274
CANDIDATE,1.141148847,0.062,1.629,7.31E+01,1.67,0.0227,2248,6008.73,12.7,5438,3.916,1.989,14.58
CANDIDATE,12.460565,0.015,3.903,1.44E+02,1.1,0.1017,726,65.72,10.2,5435,4.453,0.933,14.732
CANDIDATE,19.5945772,0.389,6.77,1.29E+02,1.18,0.1421,724,64.98,8.8,6118,4.416,1.023,15.451
FALSE POSITIVE,8.48032079,0.004,5.791,1.71E+02,0.95,0.0721,759,78.45,14.7,5415,4.556,0.728,14.879
CANDIDATE,409.87844,0.177,10.58,6.47E+02,2.72,1.1313,264,1.15,8.7,6167,4.444,1.064,15.731
FALSE POSITIVE,227.6258,0.2351,9.47,1.31E+02,1.79,0.7558,394,5.7,8.8,6240,4.103,1.549,13.607
CONFIRMED,18.1373788,0.945,3.844,3.11E+02,1.41,0.1132,433,8.31,11.3,4257,4.648,0.602,15.464
CONFIRMED,51.1104797,0.029,7.712,3.30E+02,1.6,0.2668,478,12.38,21.9,5968,4.534,0.881,14.06
CONFIRMED,47.9869119,0.873,5.342,8.59E+02,3.35,0.2495,493,14.01,25.7,5641,4.408,0.981,14.19
FALSE POSITIVE,359.047933,0.002,16.637,5.62E+03,7.76,0.9511,260,1.08,91.1,5609,4.346,1.048,14.215
FALSE POSITIVE,29.8042694,1.237,3.107,1.05E+03,24.73,0.1723,505,15.34,17.9,5223,4.488,0.827,15.945
CANDIDATE,7.08757462,0.371,3.342,1.87E+02,1.28,0.0724,955,197.02,11,6060,4.509,0.925,15.274
CANDIDATE,3.74318005,0.952,1.111,2.38E+02,1.75,0.045,999,235.28,10.5,5207,4.516,0.851,14.924
CANDIDATE,5.4169303,1.055,7.512,1.10E+02,8.17,0.0633,1173,447.24,11.3,6355,4.41,1.108,15.411
FALSE POSITIVE,1.003049079,0.568,7.9657,2.19E+05,42.5,0.0186,1714,2049.63,1766.7,5775,4.518,0.844,15.097
FALSE POSITIVE,0.933157032,1.046,2.614,8.78E+01,7.29,0.0198,2202,5565.35,15.2,6499,4.378,1.169,15.013
FALSE POSITIVE,37.1083458,0.612,4.112,3.67E+02,1.71,0.2162,492,13.84,7.9,5591,4.559,0.86,15.948
CANDIDATE,31.1920226,0.11,2.849,4.48E+02,1.65,0.1793,521,17.43,11.6,5675,4.554,0.777,15.401
FALSE POSITIVE,1.02104719,1.0867,6.39,2.46E+02,13.68,0.0214,2129,4852.49,18.5,6444,4.376,1.2,15.367
CANDIDATE,7.630545,0.021,3.63,3.65E+02,2.26,0.0797,1087,330.02,11.3,6407,4.358,1.179,14.12
FALSE POSITIVE,12.083457,0.1069,3.536,3.13E+02,2.09,0.1085,932,178.53,8.6,6422,4.364,1.175,14.12
FALSE POSITIVE,401.5907,0.1752,14.77,1.15E+02,1.01,1.0572,256,1.02,11.9,6170,4.482,0.939,13.376
CANDIDATE,6.6716723,0.167,2.693,1.54E+02,1.27,0.0702,1024,259.72,10.3,6086,4.435,1.021,15.134
FALSE POSITIVE,53.91278363,0.984,44.0504,2.17E+02,4.25,0.2994,697,55.85,56.4,6085,3.917,2.02,12.147
FALSE POSITIVE,1.23142395,0.187,2.186,1.96E+01,0.77,0.0227,2317,6786.33,10.8,6011,3.971,1.73,12.976
CANDIDATE,409.38645,0.0706,13.78,5.32E+02,1.78,0.9878,197,0.35,10.3,4955,4.517,0.799,15.149
FALSE POSITIVE,386.828262,0.953,5.045,1.02E+03,6.54,1.11,340,3.15,19.7,6384,4.107,1.615,13.637
FALSE POSITIVE,15.8733803,0.919,7.4672,4.09E+03,8.15,0.1131,830,111.99,136.5,6161,4.276,1.054,13.91
FALSE POSITIVE,42.3991752,0.965,7.251,4.84E+02,3.23,0.2439,580,26.75,36.9,6133,4.37,1.121,13.383
FALSE POSITIVE,25.95198823,1.269,14.602,5.10E+03,39.94,0.1764,680,50.51,125,6363,4.444,1.035,15.766
FALSE POSITIVE,25.9522401,1.375,20.813,2.90E+03,42.91,0.172,572,25.35,90.5,5659,4.528,0.904,14.691
FALSE POSITIVE,14.12809896,0.046,2.326,2.63E+02,1.6,0.1163,781,87.8,20.3,6072,4.47,0.988,14.284
CANDIDATE,17.7662938,0.909,3.079,1.81E+02,1.54,0.1342,670,47.74,10.1,5724,4.495,0.946,14.971
FALSE POSITIVE,13.6917833,0.142,4.198,1.45E+02,1.12,0.1064,770,83.37,14.2,5906,4.433,0.931,14.565
FALSE POSITIVE,25.95633,1.088,26.34,1.58E+02,9.75,0.1693,618,34.42,11.9,6139,4.53,0.881,14.876
CANDIDATE,11.56722589,0.242,2.507,3.74E+02,1.29,0.088,568,24.64,11.5,4597,4.59,0.691,15.674
FALSE POSITIVE,0.572937573,0.7866,2.576,8.08E+01,1.57,0.0156,3271,27058.33,32,7338,4.225,1.593,11.825
CANDIDATE,631.56889,0.636,14.37,7.89E+02,3.13,1.4908,237,0.75,20.7,6382,4.432,1.059,14
FALSE POSITIVE,14.15849823,1.204,46.356,3.47E+02,90.09,0.1531,1910,3145,225.1,8753,3.668,3.746,11.98
FALSE POSITIVE,207.471349,0.3093,7.469,2.29E+02,1.57,0.66,316,2.37,8,5731,4.359,1.033,13.749
FALSE POSITIVE,12.3748247,1.185,90.01,3.91E+02,81.01,0.1189,1253,583.24,85.7,5165,3.491,3.598,13.455
CANDIDATE,4.31724247,0.252,4.126,5.90E+01,1.01,0.0516,1332,743.6,11.3,5992,4.195,1.31,13.6
CANDIDATE,3.74099144,0.222,5.428,3.43E+01,1.85,0.0547,1733,2129.07,12.3,5110,3.611,3.231,13.096
CANDIDATE,302.779824,0.001,16.847,2.71E+02,1.31,0.8412,246,0.87,12.3,5734,4.572,0.797,14.16
FALSE POSITIVE,14.54178117,22.28,9.1151,1.44E+05,2722.92,0.1154,834,114.56,768.9,5997,4.304,1.148,16.709
FALSE POSITIVE,12.4261177,0.945,28.5357,1.23E+03,3.8,0.1031,724,64.95,89.9,5713,4.554,0.851,15.99
CONFIRMED,21.1876185,0.777,3.69,7.17E+01,0.79,0.1462,676,49.23,8.5,6355,4.547,0.849,13.827
FALSE POSITIVE,12.42560404,0.96,23.9402,4.59E+02,2.52,0.1054,733,68.44,40.8,5713,4.541,0.893,15.717
FALSE POSITIVE,30.9604688,1.208,14.992,4.61E+02,89.18,0.1761,1064,303.13,27.1,5367,3.216,3.558,13.405
FALSE POSITIVE,1.041619932,1.237,8.1218,1.84E+03,30.94,0.019,1858,2828.16,374.1,5838,4.374,0.991,13.606
FALSE POSITIVE,2.544594443,0.558,3.21373,3.49E+05,109.72,0.0368,1608,1582.68,608.9,5503,4.033,1.616,16.319
FALSE POSITIVE,56.40651043,0.625,18.4332,1.02E+05,21.93,0.2472,358,3.87,1597.3,5011,4.617,0.647,15.681
FALSE POSITIVE,7.964400574,1.121,4.4761,1.91E+05,61.54,0.0695,633,38.09,879.2,4478,4.578,0.715,16.2
FALSE POSITIVE,6.399101307,1.039,4.7439,8.33E+04,51.77,0.0687,1042,279.38,154.4,6233,4.472,0.988,14.798
CONFIRMED,34.9168399,0.026,7.343,5.00E+02,2.39,0.2199,602,31.13,15.4,6194,4.445,1.069,15.674
FALSE POSITIVE,0.56678228,0.153,4.725,1.47E+02,0.88,0.0121,1661,1814.33,15.1,4796,4.56,0.749,15.53
FALSE POSITIVE,8.480303653,0.195,7.48907,8.14E+04,22.25,0.0765,762,79.65,301.4,5385,4.565,0.787,13.183
CANDIDATE,94.094392,0.32,10.833,4.66E+01,0.9,0.4015,486,13.14,10.6,6099,4.193,1.308,11.049
CONFIRMED,22.1270885,0.956,4.472,4.18E+02,3.94,0.1525,721,63.98,12.6,5312,4.103,1.445,14.523
FALSE POSITIVE,10.6784787,0.271,2.307,2.01E+02,1.12,0.0912,712,60.7,9.4,5459,4.583,0.797,15.246
CANDIDATE,25.3736543,0.265,2.619,3.73E+02,1.88,0.1693,653,42.92,10.6,6195,4.47,0.966,15.056
CANDIDATE,10.08535311,0.532,1.75,2.23E+02,1.45,0.0914,843,119.67,10.7,5947,4.487,0.945,14.889
FALSE POSITIVE,42.55926555,0.775,3.36626,2.08E+05,51.86,0.2354,487,13.28,950,5764,4.548,0.863,15.831
CANDIDATE,10.2856373,0.378,3.043,1.35E+02,1.24,0.0942,864,131.91,10.4,5841,4.409,1.06,14.951
FALSE POSITIVE,24.2157996,0.207,4.359,3.22E+02,1.58,0.1552,596,29.84,13.6,5659,4.473,0.885,15.259
CONFIRMED,44.2018402,0.348,4.949,2.36E+02,1.14,0.2196,409,6.59,18.6,5002,4.543,0.753,13.509
CANDIDATE,393.95608,0.614,13.89,4.82E+02,2.27,1.0722,263,1.14,10.3,6217,4.472,0.989,15.622
CONFIRMED,15.0330623,0.896,6.326,1.32E+02,2.18,0.1236,928,175.74,14.9,5849,4.076,1.601,14.606
CANDIDATE,34.7496038,0.984,4.548,2.27E+02,3.51,0.2162,702,57.44,11.4,5849,4.076,1.601,14.606
FALSE POSITIVE,12.62530918,1.151,3.163,3.94E+04,87.2,0.1151,1214,514.08,32.5,6878,4.012,1.844,12.933
FALSE POSITIVE,124.9357674,0.542,7.5608,2.41E+05,49.34,0.4842,362,4.06,332.8,5887,4.477,0.941,12.338
FALSE POSITIVE,12.72029843,0.805,2.4599,2.84E+02,1.37,0.0982,589,28.37,12.7,4914,4.61,0.724,13.26
CANDIDATE,227.83457,0.56,21.59,1.55E+02,2.83,0.7638,449,9.59,13.1,6004,3.814,2.193,13.845
FALSE POSITIVE,119.6798032,0.527,32.1928,2.99E+05,193.91,0.6043,847,121.45,5357.7,8275,3.726,3.251,8.351
FALSE POSITIVE,6.399107136,0.245,5.21981,3.77E+05,59.15,0.0644,1031,266.9,4322.4,6133,4.435,0.935,13.718
FALSE POSITIVE,8.480304281,0.235,7.46159,8.31E+04,65,0.0947,1504,1210.22,5219.5,7059,3.946,2.21,7.631
FALSE POSITIVE,117.6813778,0.433,12.7591,4.54E+04,45.43,0.5065,575,25.76,2426.9,6429,3.899,2.079,12.112
FALSE POSITIVE,17.72722648,0.381,4.1376,1.47E+05,35.18,0.1317,692,54.32,922.1,6021,4.52,0.895,15.556
FALSE POSITIVE,1.71024931,0.508,2.833,9.86E+01,1.2,0.0301,1766,2298.2,9.4,6418,4.395,1.171,15.761
FALSE POSITIVE,100.4013273,0.436,9.7436,5.38E+04,26,0.4223,420,7.37,1331,5903,4.353,1.1,15.017
FALSE POSITIVE,11.32028788,0.526,4.82219,2.43E+05,59.23,0.0963,928,175.69,1539.9,6153,4.302,1.127,16.756
FALSE POSITIVE,1.219034103,0.455,2.4494,9.57E+04,40.46,0.0221,1977,3621.09,319.1,5914,4.217,1.271,14.371
CANDIDATE,24.352541,0.505,2.782,3.49E+02,1.52,0.1512,498,14.52,5.8,4891,4.516,0.805,14.779
CONFIRMED,5.94228603,0.097,2.169,2.50E+02,1.23,0.059,797,95.34,7.5,4891,4.516,0.805,14.779
CANDIDATE,382.30306,0.597,8.83,2.26E+02,4.05,1.1324,400,6.04,9.6,5993,3.733,2.59,13.104
CANDIDATE,58.1263775,0.016,4.018,2.72E+02,1.32,0.2869,404,6.28,13.8,5413,4.579,0.82,13.747
CONFIRMED,26.7575866,0.407,5.858,4.55E+02,2.28,0.1815,660,44.86,17.7,6215,4.44,1.052,15.42
FALSE POSITIVE,57.0599992,0.194,7.463,6.62E+04,22.31,0.2856,455,10.11,751.5,5931,4.545,0.863,15.936
CONFIRMED,14.5565618,0.031,4.554,1.04E+02,1.08,0.1228,787,90.4,17.1,6065,4.452,1.061,13.71
FALSE POSITIVE,0.837898153,0.071,2.104,2.69E+02,1.26,0.016,1478,1128.57,13.9,4748,4.526,0.797,15.72
FALSE POSITIVE,0.603086711,1.251,1.0869,1.24E+03,36,0.0147,2459,8675.9,170,6353,4.397,1.134,13.989
CONFIRMED,41.7084063,0.671,8.567,3.30E+02,2.19,0.2482,608,32.24,24.3,6434,4.394,1.138,14.155
CONFIRMED,33.0257179,0.044,6.032,5.07E+02,2.21,0.2049,564,23.95,12.2,5819,4.468,0.99,15.606
FALSE POSITIVE,25.36699067,0.86,5.9556,1.51E+05,56.02,0.1739,665,46.09,2206.5,6208,4.454,1.024,15.538
FALSE POSITIVE,428.3217393,0.531,40.5992,3.17E+05,49.76,1.0358,220,0.56,4594.8,5662,4.532,0.806,14.173
FALSE POSITIVE,82.13761,1.221,6.11904,2.11E+05,197.85,0.3914,640,39.55,3583.1,6395,3.904,2.012,12.261
FALSE POSITIVE,3.06026014,0.675,2.545,5.99E+01,0.83,0.0412,1284,642.06,10.1,5878,4.426,1.01,14.255
FALSE POSITIVE,24.0612744,0.461,19.9438,4.40E+05,83.77,0.1648,749,74.37,1161.1,6461,4.338,1.138,14.158
FALSE POSITIVE,66.36099916,0.486,20.0614,4.17E+05,61.42,0.2952,420,7.33,1866.7,5583,4.463,0.857,15.327
FALSE POSITIVE,8.939461148,0.558,6.19136,3.58E+05,153.32,0.0913,1407,926.24,2427.5,6461,3.846,2.225,14.002
FALSE POSITIVE,135.5860768,0.549,5.54241,3.63E+05,89.83,0.5643,429,7.99,6788.8,6401,4.324,1.301,13.674
FALSE POSITIVE,18.79862195,0.524,7.4782,3.80E+05,55.07,0.1331,575,25.91,551.3,5334,4.585,0.796,17.628
FALSE POSITIVE,6.30828538,0.69,2.48633,1.14E+05,29.34,0.0605,803,98.21,559.2,5069,4.524,0.78,16.515
FALSE POSITIVE,4.80912667,0.471,7.9331,1.34E+05,44.3,0.0587,1270,615.74,1033.2,6462,4.371,1.166,14.038
FALSE POSITIVE,2.33211505,1.747,2.96723,1.06E+05,140.22,0.0341,1594,1530.05,997.8,6384,4.348,1.094,14.087
CONFIRMED,0.53835407,0.334,1.5045,1.90E+02,1.67,0.0127,2386,7609.22,46.6,5539,4.244,1.207,14.498
FALSE POSITIVE,249.3621183,1.17,8.3559,3.58E+04,48.69,0.7359,308,2.14,846.1,5940,4.352,1.02,13.867
CANDIDATE,3.80675878,0.26,2.092,2.32E+02,2.75,0.052,1574,1449.04,10.4,6068,4.04,1.797,15.767
FALSE POSITIVE,0.664727127,0.382,1.561,1.62E+01,0.46,0.0149,2343,7149.67,7.6,6143,4.344,1.116,12.879
CONFIRMED,9.5084871,0.143,4.372,9.79E+01,1.65,0.0958,1131,386.61,13.3,6144,4.106,1.668,14.44
CANDIDATE,34.1086562,0.318,6.405,1.34E+02,1.95,0.2245,739,70.4,11.7,6144,4.106,1.668,14.44
CONFIRMED,47.0563327,0.361,4.807,7.62E+02,2.57,0.2524,497,14.43,12.1,5889,4.492,0.924,15.695
FALSE POSITIVE,179.8502233,,2.95,,,,,,,,,,14.372
CANDIDATE,10.0100312,0.07,1.35,3.76E+02,0.99,0.0725,506,15.56,12.4,4338,4.731,0.508,15.318
